ingresos_mensuales,cambios_ingreso,tdc_limite_credito,tdc_saldo_actual,porcentaje_utilizacion,riesgo_desempleo,prob_desempleo,variacion_score_crediticio,pago_minimo_mensual,pago_real_ultimo_mes,monto_ultimo_pago,dias_atraso_actual,monto_recuperado,historial_llamadas_realizadas,tasa_respuesta_llamadas,historial_sms_enviados,tasa_lectura_sms,historial_email_enviados,tasa_apertura_email,historial_whatsapp,tasa_respuesta_whatsapp,interaccion_negativa,num_interacciones_recientes,dias_desde_ultima_interaccion,edad,ocupacion,estado_civil,region,antiguedad_laboral,cambio_empleo_reciente,sentimiento_ultima_interaccion,tono_cliente,vulnerabilidad_detectada,nombre_tdc,fecha_ultimo_pago,fecha_ultimo_contacto,pago_30d,solucion_aceptada,resultado_convenio,canal_preferido_cliente,monto_gasto_salud_3m,numero_de_quejas
25578.88,3374.319449986785,84634.76914098149,49326.44903004549,0.005828154,0.1561701614965506,0.064726168,-36,1623.7824515438904,2467.946985161546,2467.946985161546,60,24293.95366027756,5,0.3715378641777401,4,0.7650439092453533,5,0.3189502496372551,9,0.4983312730168393,0,23,16,29,Desempleado,Soltero,Centro,53,1,-3.29993075,Cansado,0,Clasica,30/08/2024,18:59.0,0,Pago_a_plazos,Exitoso,Llamada,3616.4406505145935,0
,-2945.131591,20388.699319764564,12689.964882706996,0.006224019,0.1226348217790271,0.598594406,56,410.730979,504.0713264789752,504.0713264789752,30,6210.061236001377,,0.4670401897216673,4,0.5282031152491437,4,,5,0.6232832873321199,0,20,3,22,Empleado,Casado,Sur,0,0,-1.974580105,Neutra1,1,Black,23/09/2024,18:59.0,0,Reestructuracion,Pendiente,Email,5775.515010858548,0
16451.32,-470.6353161,39915.38717044982,18552.67104380329,0.004648,0.026313285,0.4087198731113913,-64,483.4504853451571,519.5108736933757,519.5108736933757,60,4907.269872319024,3,0.7637942564124445,3,0.8051917427262449,7,0.2084256723671466,6,0.8468228249870915,0,19,33,51,Independiente,Casado,Oriente,84,0,1.321762148579043,Neutral,1,Clasica,14/10/2024,18:59.0,0,Consolidacion,Pendiente,Email,1550.6673977994012,0
38619.83,1908.6180900453523,106517.96366156133,15295.717968824389,0.001435975,0.023438666,0.6478816477914857,24,663.2301186921435,225.04279701743937,225.04279701743937,120,2033.2428049282048,6,0.2961751089768452,5,0.6538907365607131,5,0.4936908032895507,2,0.6681206118197635,0,18,15,42,Desempleado,Casado,Occidente,4,0,-3.065243409,Cooperativo,1,Clasica,19/08/2024,18:59.0,0,Pago_a_plazos,Fallido,SMS,4694.981104633306,0
17868.36,4948.284846,47518.57761878342,12798.953631509989,0.002693463,0.2696205630038614,0.2589281256800067,-17,560.0043867031778,1731.6752713581527,1731.6752713581527,15,3051.618151620573,5,0.2314662726105015,4,0.615176312,5,0.2908686648044974,6,0.6620877953922341,0,20,29,26,Empleado,Soltero,Centro,6,0,-1.804044879,Cooperativo,1,Platinum,21/09/2024,18:59.0,0,Ninguna,Exitoso,WhatsApp,3429.714292668628,0
55449.15,2348.060511421555,161542.38367408418,132661.44404784724,0.008212176,0.2572757702615864,0.1647117540609777,69,4370.684672,2943.759886383259,2943.759886383259,0,0,2,0.5096199721161042,7,0.810356989,9,0.515770276,1,0.737302342,0,19,11,26,Jubilado,Divorciado,Norte,53,0,-4.33119793,Cansado,0,Black,17/09/2024,18:59.0,0,Reestructuracion,Fallido,Llamada,1727.6537887272418,0
109956.58,-515.2328706,253550.15026947603,88019.09894496278,0.003471467,0.1499682669946865,0.4183863820528033,-39,2850.823499900529,4318.603335817539,4318.603335817539,15,48769.26476228497,6,0.4430177327667204,6,0.5029845404890778,1,0.3752027606804073,6,0.5049140031562319,0,19,19,37,Empleado,Soltero,Occidente,80,0,2.4426335056916946,Temeroso,1,Clasica,30/08/2024,18:59.0,0,Reestructuracion,Pendiente,WhatsApp,1294.3521287835529,0
39888.01,-1401.755516,123187.3573289748,93642.25544923396,0.007601612,0.2828787339517276,0.1136225678830367,-14,2568.803993165231,2798.151460877225,2798.151460877225,60,16486.891760769675,2,0.4199546030732284,3,0.2349554507604896,1,0.4232664566944828,5,0.8106944498295053,1,11,7,62,Desempleado,Soltero,Norte,30,0,2.211558954782116,Cansado,0,Black,26/10/2024,18:59.0,1,Pago_a_plazos,Pendiente,SMS,6607.689874108417,0
65887.18,2823.1379803138825,164010.2235,64888.441541075634,0.003956366,0.09619998,0.1125163671741553,-58,2352.2490033834497,4847.3065948983085,4847.3065948983085,15,26127.808811619307,3,0.5411016506812426,6,0.6331314210156521,7,0.4340038169903379,7,0.7566796194585557,0,23,7,38,Independiente,Casado,Norte,13,0,-2.627049826,Cooperativo,0,Oro,12/08/2024,18:59.0,0,Prorroga,Fallido,WhatsApp,3696.693861,1
41458.01,2207.2991174644503,83455.19092546191,61024.78767849404,0.007312282,0.297679518,0.2355498360836556,-4,1949.9174458862356,2835.550803706249,2835.550803706249,0,0,2,0.4710635209402733,3,0.7380401261330212,4,,4,0.9045646391236072,0,13,7,23,Empleado,Casado,Sur,17,0,-2.725645212,Temeroso,0,Black,04/10/2024,18:59.0,0,Pago_a_plazos,Pendiente,Llamada,1457.6924068609485,0
19524.84,40.13548101927916,59720.28567124152,43815.48771246314,0.007336785,0.2303499182655999,0.1450933141035538,43,1833.9936943343548,3472.097335819886,3472.097335819886,15,9459.267612,5,0.3105808549708569,3,0.5686842822083152,9,0.2666414836546045,4,0.750906761,0,21,56,39,Empleado,Soltero,Centro,16,0,-0.868768409,Cansado,0,Black,07/09/2024,18:59.0,1,Consolidacion,Exitoso,Llamada,3803.213601,0
30336.02,-519.2071652,101634.86088394983,63409.319035822125,0.006238934,0.2812162101497959,0.1612500569374819,-8,2514.9504772651744,1070.5715140828702,1070.5715140828702,90,7723.250300370397,5,0.1215110079042183,5,0.5075189675039351,7,0.7764720637204492,4,0.6799695320559598,0,21,4,38,Empleado,Soltero,Occidente,15,0,1.936936395843591,Neutral,0,Clasica,21/09/2024,18:59.0,1,Pago_a_plazos,Exitoso,SMS,701.8927561847231,0
90038.49,5042.759401,217850.07244352344,43416.65844646044,0.00199296,0.1195389634455908,0.05728879,26,1192.4007219445534,1078.462981613992,1078.462981613992,0,0,2,0.3478510030015062,2,0.8497530201500088,5,0.5588453060971879,4,0.6519069735887548,1,13,4,22,Empleado,Soltero,Sur,11,0,-1.803044706,Cansado,0,Platinum,21/10/2024,18:59.0,1,Congelacion_intereses,Pendiente,Email,651.8677394,0
19650.69,4659.612951755108,55069.28624253904,18334.10007320077,0.003329279,0.3079488288160212,0.1770771296529497,-57,537.0306535852272,593.6367853614489,593.6367853614489,15,8941.180711235806,3,0.3045105594666142,3,0.7930259470471012,5,0.2974475444628545,8,0.5722943174738083,0,19,3,41,Empleado,Casado,Norte,37,0,-4.060387466,Neutral,0,Platinum,04/10/2024,18:59.0,0,Congelacion_intereses,Exitoso,Email,2290.6423869707696,0
14420.46,979.8326412949772,42818.69635992627,11023.417010168563,0.00257444,0.2369924111196645,0.2084398222834474,94,301.6244632808496,140.92824177329786,140.92824177329786,15,1002.382447678668,5,0.6447978436742825,3,0.7300186590947434,5,0.4289833855922883,3,0.9019330084875652,0,16,6,39,Empleado,Casado,Centro,92,0,2.080506908688915,Cansado,0,Platinum,10/10/2024,18:59.0,1,Reestructuracion,Fallido,WhatsApp,1924.0073692985811,0
13622.57,515.7765895854493,43777.35455980136,17090.63894198267,0.003903991,0.1898969358773357,0.098809108,-2,473.64452283177735,486.8428574665534,486.8428574665534,15,4766.738244264473,3,0.074778665,3,0.5659848841494913,8,0.2076255269739665,7,0.4806836328893706,0,21,14,50,Empleado,Casado,Occidente,14,0,-2.063276852,Temeroso,0,Oro,17/10/2024,18:59.0,0,Congelacion_intereses,Fallido,WhatsApp,2679.452108,0
23611.34,-2872.323978,50447.72843126911,27105.375306909173,0.005372962,0.1359187203008644,0.2774463611902704,-49,713.9058634177496,76.91315747,76.91315747,0,0,8,0.1978724573581058,6,0.7973077487759522,5,0.5112897926521641,9,0.7915942178665921,0,28,17,64,Independiente,Casad0,Sur,8,0,-2.299219493,Cansado,1,Black,24/08/2024,18:59.0,0,Congelacion_intereses,Fallido,WhatsApp,3256.155103321845,0
14734.05,112.00075123574204,40798.04238373987,29059.261480849076,0.00712271,0.1639260373554657,0.1747789773942424,-51,939.2463143489948,2102.4157248192328,2102.4157248192328,0,0,10,0.082577192,8,0.4973825860086736,2,0.3412585764551554,8,,0,28,3,55,Empleado,Casado,Sur,72,0,1.479875321485171,Neutral,0,Oro,14/10/2024,18:59.0,1,Consolidacion,Fallido,Llamada,428.1760540162914,0
73453.78,3020.413770192589,224667.03727145144,141922.1063114574,0.006316997,0.1641900611502385,0.1385831561921986,-23,5267.768121162566,9928.074711,9928.074711,0,0,5,0.2575698590646162,6,0.659869357,5,0.1101303558217996,11,0.7350878701626398,0,27,61,38,Empleado,Soltero,Oriente,54,0,-3.682188699,Neutral,0,Black,14/10/2024,18:59.0,0,Consolidacion,Pendiente,WhatsApp,2552.436251792876,0
30632.41,-4828.249821,65507.852810329154,41772.67637230313,0.006376743,0.2876600050328418,0.3643328930958881,-74,1848.9426753709236,5190.211618116566,5190.211618116566,15,1970.3946057904252,3,0.1922091975269451,6,0.5543901575814936,6,0.6425582218829751,4,0.3161426712393051,0,19,10,28,Independiente,Viudo,Oriente,106,0,2.528460908167045,Cansado,1,Platinum,12/10/2024,18:59.0,0,Consolidacion,Exitoso,WhatsApp,1404.0142152866351,0
48196.22,1505.510822,125465.29162754526,60703.99749468418,0.00483831,0.02075957,0.2613600646887524,-26,2032.7577042488556,3921.365172264537,3921.365172264537,0,0,4,0.3033324206700661,4,0.8449803048502892,2,0.4424855558726394,7,0.8051081359254157,1,17,0,72,Empleado,Divorciado,Oriente,7,0,0.4847760153368772,Neutral,1,Platinum,19/09/2024,18:59.0,0,Prorroga,Pendiente,Llamada,813.6093233327132,0
22489.43,-5392.412632,58234.47976156543,15408.710147896987,0.002645977,0.1385257903650573,0.3861951114999254,28,678.5540285311669,956.0910541823544,956.0910541823544,15,3633.678041895475,5,0.417674489,6,0.4813113550261287,5,0.1342550902508314,6,0.9101223530707888,1,22,3,42,Empleado,Soltero,Occidente,6,1,-3.849653717,Cansado,1,Clasica,27/10/2024,18:59.0,0,Ninguna,Pendiente,WhatsApp,773.0580757674466,0
13573.6,1727.4161678954144,43800.47249415129,5681.285291904941,0.001297083,0.3996838277020955,0.2338903531469549,-19,200,203.70829051477244,203.70829051477244,15,316.13991890171275,3,0.1181524537903762,9,0.3799695186048239,3,0.1883030704756759,4,0.4618799975618681,0,19,14,42,Empleado,Soltero,Norte,31,0,1.5827518731045167,Molesto,1,Clasica,27/09/2024,18:59.0,0,Ninguna,Pendiente,Email,1870.7381656986097,0
12263.27,-1633.313134,38278.827044505306,14030.679213713389,0.003665389,0.5558442270431877,0.2166428353057017,33,396.57545175611926,703.8524041518659,703.8524041518659,30,8337.668086497693,7,0.292149322,3,0.6795124684224373,3,0.3032498433108705,5,0.7252291641946095,1,18,13,41,Desempleado,SOLTERO,Sur,38,0,3.827675330651541,Cansado,0,Platinum,08/10/2024,18:59.0,1,Pago_a_plazos,Pendiente,Llamada,2729.384868344248,0
15602.79,-805.326629,34236.812683413315,19949.185642013854,0.005826823,0.4265770291618038,0.1426843644355046,50,659.1066718215195,88.57667917080568,88.57667917080568,15,4768.029609165367,5,0.2146954669533932,5,0.6466165781727956,4,0.6004284318497531,1,0.6321945185925812,0,15,4,44,Independiente,Soltero,Sur,26,0,-0.17306817,Molesto,1,Oro,18/10/2024,18:59.0,0,Prorroga,Pendiente,Llamada,4556.720167414547,0
33140.63,-1551.228112,72777.47116514259,42156.76782947874,0.005792557,0.4573728627915897,0.2305620937930698,-57,1385.817507746384,779.2695933616864,779.2695933616864,45,9906.472357,3,0.1371773771863436,6,0.6699980846335922,5,0.728771121,6,0.5103559964461175,0,20,13,40,Empleado,Casado,Sur,36,1,4.785259689362969,Neutral,0,Black,25/08/2024,18:59.0,1,Ninguna,Pendiente,Email,2125.431692178674,1
36751.33,4972.709259,111345.57873816024,32321.197829176053,0.002902782,0.086983886,0.2549062293317801,-28,819.1988423357562,902.5744339724112,902.5744339724112,15,8158.043667564933,6,0.2119806155366812,10,0.6324446000820709,4,0.5240959847575434,5,0.7215817040498588,0,25,7,35,Independiente,Casado,Oriente,7,0,1.0002525988874829,Molesto,1,Oro,05/10/2024,18:59.0,0,Prorroga ,Exitoso,SMS,3172.501132075371,0
38635.15,3894.4915382436807,118120.83657319791,43858.24896353504,0.003712999,0.228408776,0.1503742061103307,-63,1148.4091388344048,220.44338278921967,220.44338278921967,90,10684.104406326174,1,0.5679017452373462,7,0.7349744720801041,2,0.3693796625265636,12,0.7379325475889619,0,22,10,35,Empleado,Casado,Occidente,26,1,-0.046354147,Cooperativo,0,Platinum,26/08/2024,18:59.0,0,Prorroga,Fallido,SMS,2933.400918199972,0
11012.61,931.741493,23171.96069043301,15073.019585363923,0.006504853,0.081047219,0.2582956581164111,37,475.0175033066902,674.0103530900514,674.0103530900514,30,9235.354162296831,3,0.1473458211554903,6,0.6480175674469585,5,0.4326258713343472,6,0.706678233,0,20,20,41,Independiente,Casado,Occidente,42,0,-2.306046605,Neutral,1,Black,18/10/2024,18:59.0,0,Congelacion_intereses,Pendiente,SMS,2617.7426855703998,0
26896.58,83.29324462531014,67214.73264968542,25419.433265624983,0.003781825,0.3523939232102061,0.1820889252361151,-5,794.8612050651177,764.5739214,764.5739214,90,15228.288240199556,0,0.4958924762616691,5,0.6506798926465894,7,0.4662083247436187,3,0.4964497180401978,0,15,17,35,Independiente,Casad0,Norte,22,0,-0.328897307,Cansado,0,Platinum,13/08/2024,18:59.0,0,Prorroga,Exitoso,Email,3079.4249739283514,0
14535.7,-19.91623256,46569.62779058839,7304.836721062315,0.001568584,0.1811043831689532,0.090299571,74,224.39583950706577,109.4207355947311,109.4207355947311,0,0,3,0.3291400098093925,3,0.3125293159872392,4,0.6185242549425146,5,0.8572734804879898,1,15,2,33,Independiente,Casado,Oriente,45,0,-2.233839086,Molesto,1,Platinum,08/10/2024,18:59.0,0,Ninguna,Pendiente,WhatsApp,7318.362525699148,2
34230.75,-783.2473003,66237.01852977434,18077.742890806727,0.002729251,0.1125819272771978,0.2299115683906597,26,641.0969136840616,814.4181139582464,814.4181139582464,90,9275.694798688915,5,0.3131387292808148,7,0.66241302,8,0.1542195900256179,6,0.6408084797152213,0,26,5,43,Empleado,Soltero,Occidente,24,0,1.671723694172508,Cooperativo,0,Clasica,02/09/2024,18:59.0,1,Pago_a_plazos,Exitoso,WhatsApp,4947.699694,0
35862.46,-4697.909506,87347.35196358027,44652.89043643652,0.005112106,0.2999474323677361,0.2502026504216959,-3,1293.7483890569115,904.3923342090736,904.3923342090736,0,0,5,0.2231195423275816,7,0.8684162825512275,2,0.4755569672505977,6,0.5694670640873556,0,20,2,38,Empleado,Soltero,Norte,16,0,-3.442428632,Ansioso,1,Clasica,10/08/2024,18:59.0,0,Ninguna,Pendiente,Llamada,4603.665931981184,0
13315.66,100.48330077676954,38558.41970347763,15319.980130721822,0.003973187,0.1775756106036959,0.5122647517319804,48,538.0863828512706,211.93658928927437,211.93658928927437,90,5992.6124274880885,3,0.4171052397637927,5,0.9683948736801964,10,0.5390654606849089,7,0.6971158312508136,0,25,4,60,Empleado,Casad0,Oriente,14,0,5.316109604835273,Molesto,1,Clasica,21/09/2024,18:59.0,1,Congelacion_intereses,Exitoso,SMS,1815.6226189195363,0
48089.43,5069.083929133055,149598.88533856027,72368.74264456227,0.004837519,0.2898258156196425,0.5159523954553971,73,1882.6635599640283,1984.989465723713,1984.989465723713,45,3144.6886902720016,5,0.6637121327470606,3,0.6022822506327845,1,,8,0.5710799066788809,1,17,23,22,Desempleado,Soltero,Sur,21,0,4.488582326869818,Cansado,1,Platinum,05/08/2024,18:59.0,1,Consolidacion,Exitoso,Email,3501.1578903105733,0
807708.5260599765,733.4286546985771,2350042.8274162947,1675520.4356176192,0.007129744,0.1432607548260098,0.2366341116670518,-11,58572.64522126401,84577.78350349658,84577.78350349658,45,748837.0281632137,2,0.4732490822043069,6,0.6030208607616551,2,0.4784690830722594,8,0.7451180328704223,1,18,6,55,Empleado,Soltero,Norte,0,0,-2.524643439,Neutral,0,Platinum,17/10/2024,18:59.0,0,Congelacion_intereses,Faliido,SMS,6152.895591602162,0
44395.86,-1545.338427,109914.61819602812,82752.03304653436,0.007528756,0.432700803,0.3072493814317623,-19,3306.951427635573,1639.0943086627294,-1639.094309,0,0,3,0.5792102660230721,7,0.5418243990116459,5,0.4815247750977998,4,0.8039264354869288,0,19,23,56,Independiente,Divorciado,Centro,44,0,-2.793599049,Molesto,1,Clasica,13/08/2024,18:59.0,0,Prorroga,Pendiente,SMS,4068.906638676978,0
24399.05,647.7516950363923,85062.81949,53057.27604299667,0.006237423,0.4280077031438652,0.1172362914781822,-9,2305.603942389013,1606.4029860931391,1606.4029860931391,30,30146.769794735344,2,0.1089640362599897,9,0.8433572559749787,5,0.4532675037381805,4,0.4049213477713296,1,20,24,22,Jubilado,Casad0,Centro,74,0,-3.924975362,Cooperativo,0,Black,10/08/2024,18:59.0,0,Prorroga,Fallido,Email,6335.900053691235,1
22249.45,-551.3356695,41619.93262449928,10206.635400435604,0.002452343,0.083807073,0.4982014280164925,-55,437.9125451381142,175.88184641387704,175.88184641387704,30,3375.875157476485,3,0.2365714716181907,3,0.4874588744793627,9,0.2517383010990675,7,,1,22,4,37,Empleado,Soltero,Norte,17,0,-7.355920339,Neutral,1,Clasica,16/08/2024,18:59.0,0,Ninguna,Pendiente,Llamada,,0
,-2489.406424,62677.09276244704,46445.568257651365,0.007410294,0.3975583827795617,0.4139296352111244,12,1762.1771374472935,2492.6141932859337,2492.6141932859337,0,0,2,0.5084522006534277,8,0.792266573,4,0.5716939792237546,9,0.8956516009645423,0,23,12,37,Independiente,Casado,Sur,1,1,,Molesto,1,Clasica,05/08/2024,18:59.0,0,Reestructuracion,Pendiente,WhatsApp,1788.842069562383,0
17044.11,-2799.019851,45458.235456803886,1954.7441587244316,0.000430009,0.2197827758695609,0.1833511608153036,0,200,494.5820804090012,494.5820804090012,15,1050.9022101665353,,0.2714880082884242,7,0.7780776185565548,6,0.145714738,6,0.7740883035443632,1,24,1,25,Independiente,Casado,Oriente,173,0,0.8801314664168847,Cansado,0,Black,09/10/2024,18:59.0,1,Prorroga,Pendiente,SMS,1744.5638077110923,0
31302.05,90.06318246357898,69103.81402989443,7443.061822126183,0.001077084,0.1123092732296414,0.048146926,-41,240.6321730589919,636.4153395995778,636.4153395995778,45,934.2153522969512,5,0.4859612651807357,4,0.7402334695607672,5,0.4247450202624711,7,0.7035540504497586,0,21,3,32,Jubilado,Soltero,Centro,12,0,-3.701283682,Cansado,0,Platinum,19/09/2024,18:59.0,0,Consolidacion,Fallido,SMS,1155.6976707964557,0
13587.73,-3653.135813,37363.5753,19101.89923670286,0.005112439,0.110391906,0.2588424276430147,64,742.3539766926011,2030.71974,2030.71974,30,9555.577963131514,8,0.4025847348507399,8,0.7763392598489964,9,0.1259438379933068,9,0.1867836318805965,0,34,16,28,Jubilado,Soltero,Occidente,5,0,1.8777892404097545,Ansioso,1,Clasica,06/09/2024,18:59.0,0,Pago_a_plazos,Fallido,Email,1334.1850654494528,0
8657.5,42.172156607231045,18822.24990440781,5533.958098,0.002940115,0.146586758,0.090595845,-4,247.8347496182765,62.655883072943965,62.655883072943965,0,0,4,0.4063909407481753,6,0.7388848734003933,4,0.4948596282526494,6,0.8628200384961011,0,20,11,63,Independiente,Divorciado,Sur,18,0,3.7991697260242665,MOLESTO,1,Oro,31/08/2024,18:59.0,1,Pago a plazos,Fallido,Llamada,1492.514318589098,2
30692.11,-213.098825,78381.52625845419,60211.72623819231,0.007681877,0.1932489990787627,0.2657947168192189,65,2341.9444669810405,3338.9624222998486,3338.9624222998486,0,0,1,0.1944291782442174,5,0.7519616740328942,4,0.2580115133630268,4,0.7958302244387595,1,14,2,53,Empleado,Soltero,Norte,53,0,3.1923449573410503,Cansado,1,Platinum,24/09/2024,18:59.0,1,Ninguna,Exitoso,Llamada,2686.134895544574,0
27248.12,1800.4176970481408,69040.69422623054,43365.86027744393,0.006281203,0.2203643360871007,0.2102017559329471,5,1308.8635046689783,417.6463636,417.6463636,0,0,4,0.3722344131881615,4,0.6438598777617416,3,,5,0.7735279210425814,0,16,2,57,Independiente,Soltero,Sur,13,0,-1.193564065,Neutral,0,Black,08/09/2024,18:59.0,1,Congelacion_intereses,Fallido,WhatsApp,727.7427579407445,0
19097.22,-401.031205,59474.62513076137,40412.589961218895,0.00679493,0.1153052216290381,0.1855036845305031,-17,1667.1869232557583,1277.542143,1277.542143,120,11482.978054801886,3,0.5475587179933397,8,0.6237100190988052,3,0.4455927632842504,7,0.6306546597322022,1,21,10,50,Empleado,Casado,Sur,34,0,-0.643327129,Cansado,0,Clasica,22/09/2024,18:59.0,0,Consolidacion,Fallido,Llamada,5851.387608941302,0
12461.29,-2629.932175,42398.37042945951,3915.233572416739,0.00092344,0.3748802266757162,0.081106701,-13,200,111.30049949316349,-111.3004995,0,0,6,0.3823955076401187,6,0.6089957641342766,6,0.222760496,5,0.523665338,1,23,9,28,Independiente,Casado,Sur,21,0,-0.383760465,Cansado,0,Platinum,16/08/2024,18:59.0,1,Reestructuracion,Pendiente,Llamada,1629.208074644573,2
177341.2914,385.17710196665786,380367.5494203904,115104.68549338044,0.003026144,0.3840640791954738,0.299736417,-29,3526.873391775254,7316.343256635567,7316.343256635567,15,54358.038904402674,1,0.4340138636780629,8,0.574976683,6,0.2422224039267421,3,0.6486385304345361,0,18,8,35,Desempleado,Soltero,Norte,5,0,-1.438045997,Neutral,1,Oro,22/10/2024,18:59.0,0,Reestructuracion,Pendiente,WhatsApp,6353.346554,0
14852.08,2611.001554189804,51768.10376,32574.611239729427,0.00629241,0.1894535296103411,0.3302003625628139,39,1353.4277446409146,2234.807169114791,2234.807169114791,30,8991.398525,2,0.29874536,7,0.8899421989211042,2,0.5629441138336791,10,0.7289517540476735,0,21,15,47,Empleado,Soltero,Centro,16,0,-2.074207356,Cooperativo,1,Platinum,12/10/2024,18:59.0,0,Congelacion_intereses,Exitoso,WhatsApp,3591.6386850757644,0
24751.3,-1321.247361,84118.23315695077,19135.508715974203,0.002274835,0.1848269422986792,0.4521759688101376,59,631.8952739577817,2290.1259517669323,2290.1259517669323,15,1736.149464951201,3,0.142901921,3,0.7175649873371097,5,0.1662015244254479,12,0.9328995483695152,1,23,23,27,Independiente,Soltero,Sur,51,0,-1.726946279,Ansioso,1,Oro,13/10/2024,18:59.0,0,Ninguna,Fallido,Email,,0
77573.65,4016.1636207114634,154488.7338655073,102122.70774155288,0.006610366,0.1081745239024467,0.237992571,-61,3871.586920666136,1150.725830101007,1150.725830101007,0,0,4,0.6077414753794276,8,0.6585280428303242,2,0.9019883785519264,6,0.5802718905432575,1,20,11,50,Empleado,Viudo,Occidente,37,0,1.7608935169346993,Cansado,0,Black,03/09/2024,18:59.0,1,Prorroga,Pendiente,Llamada,686.2856477051155,0
,287.5140770859895,133249.58002800672,41252.92063361347,0.003095914,0.1989132975156872,0.4174738817071126,3,1747.3854991378903,1738.042920630187,1738.042920630187,30,3285.4515076623848,4,0.3563057300234424,3,0.5369727714183807,11,0.3775775772785468,4,0.5584180650369273,0,22,17,39,Empleado,Soltero,Norte,5,0,5.803413778246082,Molesto,1,Platinum,04/10/2024,18:59.0,1,Consolidacion,Exitoso,Email,792.4698770703797,0
11831.5,-893.7620683,32652.366416923112,19886.405020176724,0.006090341,0.1534983025190444,0.1948839815624285,13,557.8856576535358,1672.9095394378355,1672.9095394378355,0,0,4,0.3476469327774466,5,0.857080618,7,0.319569646,11,0.7772112180931519,0,27,2,37,Empleado,Casado,Centro,7,0,4.022356851294121,Cansado,0,Oro,25/09/2024,18:59.0,1,Reestructuracion,Fallido,Llamada,2473.867254898614,0
12520.08,-1564.751258,41243.97171,11026.079018377592,0.00267338,0.2053259851761071,0.2154637150804292,-23,411.2604799430567,589.3487270291629,589.3487270291629,45,1854.310268023649,8,0.5750237937226695,4,0.6284051124516389,4,0.3892718439374308,5,0.6882134719862543,0,21,5,50,Independiente,Divorciado,Norte,40,1,0.1821212657388133,Cooperativo,0,Oro,21/08/2024,18:59.0,1,Reestructuracion,Pendiente,WhatsApp,3409.5979948851914,0
29468.92,489.2502643795922,100417.6985359716,45293.25525533222,0.004510485,0.2772705272047832,0.4260528033939785,-19,1295.184479175254,1090.5491880525117,1090.5491880525117,30,15994.422133322074,6,0.3456656016399183,8,0.654013185,7,0.5525786914945887,9,0.4597235615365097,1,30,18,47,Desempleado,Soltero,Centro,67,0,3.440073899207973,Neutral,1,Oro,22/09/2024,18:59.0,1,Reestructuracion,Pendiente,Email,3211.765181994983,0
11787.65,-232.9094507,38429.41572487918,16022.923505326591,0.004169442,0.00545849,0.1829306130114748,37,594.0747719391537,1057.9708467085677,1057.9708467085677,90,8714.570622034771,1,0.3715022126705026,4,0.7559452573183177,1,0.4293596439898956,7,0.7752622755541954,0,13,11,37,Desempleado,Viudo,Norte,17,0,-1.068763441,Cooperativo,0,Black,17/08/2024,18:59.0,0,Reestructuracion,Pendiente,SMS,503.1607613793528,1
8094.7,3815.1316772006976,20114.454442541704,10085.658287375423,0.005014135,0.1396831215358137,0.3291047138260346,-47,351.1149942724378,402.8036369430945,402.8036369430945,0,0,4,0.547578252,7,0.5175060379875775,7,0.2974057066355358,4,0.7007703621391321,1,22,1,55,Empleado,Divorciado,Oriente,36,0,2.793811600066988,Neutral,1,Black,20/08/2024,18:59.0,1,Pago_a_plazos,Exitoso,Llamada,382.46055854661256,0
37027.76,3979.1844888920896,106732.17120909308,19212.141321065552,0.001800033,0.335464076,0.4253251538737413,-86,815.8125028590238,1543.5308467662403,1543.5308467662403,15,8410.072684658899,4,0.4589841037524101,9,0.6384493750836343,4,0.3343650329547425,9,0.9354074656345972,0,26,7,29,Desempleado,Divorciado,Occidente,7,0,-2.821545304,Cansado,1,Platinum,15/08/2024,18:59.0,0,Ninguna,Exitoso,Llamada,1155.0437921522116,0
32616.1,-841.2209249,84479.27185,44288.41715570773,0.005242519,0.2844186950698478,0.421464702,31,1905.1452561705564,3976.502844225552,3976.502844225552,90,25701.698548069628,5,0.5799884015995711,3,0.4449418464140376,3,0.1995732002294058,5,0.8557264923651547,1,16,16,49,Independiente,Soltero,Centro,14,1,3.843119981336552,Molesto,1,Platinum,09/08/2024,18:59.0,0,Congelacion_intereses,Pendiente,SMS,909.6361093,0
35254.87,3958.177624209727,85421.19098400293,36897.49378096053,0.004319478,0.2335512883295284,0.2999260601391887,-25,1490.9941445001396,3813.342829,3813.342829,15,5962.043735730553,1,0.2134154113395016,5,0.2378958947136948,3,0.65892853,2,0.5391825487701686,0,11,18,49,Empleado,Casado,Norte,0,1,-2.805019783,Molesto,1,Platinum,15/09/2024,18:59.0,0,Congelacion_intereses,Faliido,WhatsApp,5603.832292721616,0
31502.47,-2728.953769,70131.01640584682,41996.09914524519,0.005988235,0.070126816,0.2161451361296731,56,1577.9344333923011,1082.088855571323,1082.088855571323,0,0,3,0.2932424823035965,6,0.7941556038400569,2,0.2227332266164551,7,0.7786332626131081,0,18,9,38,Empleado,Casado,Centro,58,0,2.649332008057113,Cansado,0,Platinum,27/08/2024,18:59.0,1,Ninguna,Exitoso,WhatsApp,10908.601788040034,0
